X coord (mm),Y coord (mm)
7.94708,4.58548
2.69265,0.440207
3.12932,0.375852
3.71234,0.329856
4.11793,0.265225
4.67392,0.217018
5.07242,0.15021
5.607,0.100748
5.98178,0.0368445
6.4929,-0.0145676
6.9101,0.0340883
7.4567,0.0927111
7.85898,0.13831
8.24398,0.184399
8.90739,0.359826
9.38989,0.415046
9.83755,0.47109
1.4936,0.635976
1.61402,0.54078
2.08502,0.484346
2.69265,0.440207
3.12932,0.375852
3.71234,0.329856
4.11793,0.265225
4.67392,0.217018
5.07242,0.15021
5.607,0.100748
5.98178,0.0368445
6.4929,-0.0145676
7.04671,0.0490051
7.4567,0.0927111
7.98871,0.153181
8.24398,0.184399
8.90739,0.359826
9.38989,0.415046
9.94827,0.482986
10.4856,0.540167
10.6949,0.561372
10.8116,0.673169
1.4936,0.635976
1.61402,0.54078
2.08502,0.484346
2.42381,0.519533
3.02207,0.473171
3.50405,0.522141
4.07316,0.474361
4.52358,0.519113
4.92722,0.454269
5.51295,0.513371
6.03552,0.462383
6.45074,0.505914
6.95256,0.453673
7.48344,0.50924
7.96646,0.459238
8.47524,0.517664
8.93882,0.465644
9.50312,0.429483
9.94827,0.482986
10.4856,0.540167
10.8116,0.673169
11.1497,0.905555
11.577,1.24739
1.30794,1.3703
1.40817,1.16445
1.4851,0.958031
2.00902,1.01117
2.47453,0.95292
2.96042,1.00133
3.54682,0.951895
4.00623,0.997201
4.45294,1.03866
4.99472,0.985935
5.52602,0.933011
5.94296,0.972721
6.4856,1.02469
6.98195,0.969248
7.49996,1.02108
7.98124,0.969699
8.47925,1.01953
9.05434,0.979043
9.51396,1.02826
10.0435,0.986151
10.4633,1.03015
10.9614,0.984568
11.3693,1.12574
11.6824,1.35797
11.9841,1.59035
1.08819,1.88688
1.22268,1.68552
1.51722,1.49808
2.00579,1.43743
2.51361,1.48429
3.00859,1.53047
3.44769,1.46735
4.05571,1.52115
4.46038,1.45495
5.027,1.5057
5.55274,1.44969
5.95411,1.48501
6.47637,1.53291
6.96833,1.47615
7.47702,1.52423
7.95861,1.46892
8.44209,1.51744
9.01449,1.47347
9.46341,1.51792
10.0021,1.47286
10.5221,1.52725
11.0195,1.48199
11.499,1.43751
11.9841,1.59035
12.1903,1.80504
12.4707,2.02945
0.688155,2.59016
0.95178,2.08579
0.95178,2.08579
1.47049,2.0236
1.97845,1.96206
2.49174,2.00602
2.95969,1.94334
3.42985,1.98319
4.01491,1.93153
4.45009,1.96737
5.00686,2.01394
5.52803,1.95653
6.05195,2.0009
6.54557,1.94264
7.04964,1.98645
7.54108,2.02916
8.01563,1.97308
8.4886,2.01525
9.05246,1.96991
9.49665,2.01186
10.0284,1.96747
10.4474,2.00997
10.953,1.96236
11.4479,2.01422
12.0142,1.97908
12.4707,2.02945
12.6578,2.2422
12.7503,2.44289
0.550614,2.78775
0.688155,2.59016
1.0304,2.51279
1.54361,2.44817
2.06724,2.48878
2.57335,2.52908
3.0487,2.46526
3.51372,2.50344
3.96542,2.53757
4.52945,2.48004
4.93532,2.51367
5.46216,2.45279
5.97036,2.49433
6.46537,2.53412
6.95417,2.47433
7.44011,2.51521
8.03575,2.46706
8.49857,2.50772
8.95342,2.44934
9.50289,2.50017
10.0396,2.45476
10.4606,2.4945
10.9692,2.44894
11.4647,2.49879
12.0321,2.46181
12.4846,2.5104
12.7503,2.44289
12.8359,2.73872
0.0370722,3.48657
0.209683,3.28897
0.556867,2.99897
1.07539,2.93349
1.41618,2.9591
1.92546,2.9976
2.58109,2.94311
3.06105,2.98047
3.51879,3.01559
3.96779,2.94575
4.53133,2.98558
4.93662,3.01585
5.46985,2.95435
5.96329,2.99194
6.45507,3.03085
7.05727,2.97939
7.53157,3.01628
8.00908,2.95568
8.46937,2.99525
9.04924,2.94547
9.49218,2.98399
10.0316,3.03296
10.4581,2.97589
10.9705,3.0241
11.4667,2.97768
12.0334,2.94003
12.4797,2.98889
12.9083,3.13122
12.9083,3.13122
0.0370722,3.48657
0.0370722,3.48657
0.550899,3.52379
1.06298,3.45469
1.56712,3.48866
2.0572,3.52196
2.54614,3.45407
3.01747,3.48647
3.46382,3.51753
4.04959,3.45586
4.46877,3.4831
5.00959,3.51874
5.53429,3.45817
6.02752,3.4923
6.50695,3.52638
6.99118,3.46409
7.46521,3.49766
7.94664,3.44075
8.52875,3.49088
8.98802,3.52562
9.45137,3.46548
9.99919,3.51176
10.5582,3.49928
11.0661,3.46674
11.5369,3.52413
12.0001,3.48981
12.5436,3.47446
12.9768,3.52214
13.0564,3.71985
-0.00149901,3.91513
-0.00149901,3.91513
0.508433,3.94636
1.01257,3.97861
1.49214,4.00761
1.98747,3.9343
2.4548,3.96454
3.05605,4.00277
3.49027,4.03076
3.94864,3.95533
4.49855,3.98825
5.02412,4.02281
5.5553,3.95855
6.04694,3.98854
6.52674,4.01914
7.01708,3.95281
7.48783,3.9833
7.95509,4.01753
8.44596,3.96381
9.02851,4.01197
9.49946,3.95245
9.97063,4.00308
10.503,3.96863
11.0013,4.02874
11.4927,3.99264
11.9595,3.9572
12.4893,4.02936
13.0232,4.00437
13.0351,3.90898
0.114186,4.2391
0.114186,4.2391
0.558765,4.4672
1.04396,4.49955
1.52132,4.52915
2.00941,4.45094
2.46247,4.47874
3.04492,4.51196
3.50847,4.43677
3.93248,4.46153
4.48276,4.49233
5.01109,4.52222
5.55251,4.45422
6.04492,4.48291
6.52997,4.50984
7.01345,4.53283
7.50893,4.46547
7.97184,4.4948
8.52899,4.51988
9.00255,4.47347
9.4457,4.52245
10.0016,4.48718
10.5348,4.45093
11.0274,4.50756
11.5166,4.47385
11.9884,4.43826
12.5093,4.51032
13.0268,4.48856
13.0442,4.39605
0.163882,5.17376
0.163882,5.17376
0.428872,4.98956
1.06614,5.02807
1.52473,5.04887
2.00578,4.96931
2.44254,4.99632
3.01437,5.02865
3.48033,4.94954
4.03349,4.97973
4.44315,5.00006
4.97751,5.02722
5.5261,4.95446
6.02971,4.98087
6.50215,5.03456
7.00935,5.02102
7.47886,5.0087
7.96764,4.94943
8.5495,5.0077
9.02475,4.96086
9.46612,5.00686
10.021,4.9701
10.5325,5.02861
11.033,4.99155
11.5195,4.95576
11.9716,5.01719
12.5113,4.99597
13.0327,4.97789
13.049,4.88197
0.163882,5.17376
0.313964,5.48919
0.467618,5.50383
0.951157,5.42571
1.53826,5.4705
1.97483,5.49584
2.54364,5.52606
3.00742,5.44479
3.55932,5.47399
3.9891,5.47458
4.5025,5.51352
5.01428,5.55079
5.44323,5.47563
5.94905,5.51249
6.48781,5.44411
6.98213,5.47507
7.47071,5.5076
7.97298,5.44845
8.4411,5.49109
9.03375,5.45107
9.47378,5.49752
10.0245,5.45837
10.5273,5.51596
11.0293,5.47937
11.5113,5.44372
11.9595,5.50599
12.4988,5.48593
12.7926,5.33514
12.9134,5.15542
0.221096,5.82068
0.221096,5.82068
0.5076,5.97591
1.04454,6.01346
1.48786,5.93616
2.01391,5.97241
2.54691,6.00949
2.98522,5.93391
3.49845,5.97187
4.01206,6.01079
4.52371,6.04717
4.95892,5.97088
5.47659,6.00513
5.99393,6.03787
6.54659,5.9662
7.05336,5.99533
7.55726,6.02626
7.9618,5.95152
8.54498,6.00224
9.02585,5.94698
9.46273,5.99076
10.0091,5.9495
10.5057,6.00786
11.0119,5.96909
11.4945,5.9342
12.0279,6.00858
12.3107,5.95186
12.6685,5.51134
12.6685,5.51134
0.221096,5.82068
0.467701,6.08143
0.559109,6.19653
1.01087,6.44615
1.53588,6.48322
2.05601,6.51979
2.489,6.44166
3.00378,6.47739
3.5128,6.5164
4.0207,6.55235
4.45624,6.4743
4.97829,6.50955
5.50796,6.54026
5.94358,6.4595
6.45697,6.49112
6.96756,6.51939
7.51757,6.44464
8.01151,6.47669
8.48514,6.51495
8.97505,6.45254
9.51272,6.50659
9.95949,6.45126
10.4538,6.5088
10.9673,6.46862
11.5168,6.54156
11.9235,6.39794
12.0663,6.21598
12.3107,5.95186
0.559109,6.19653
0.965557,6.55316
1.05148,6.66921
1.48386,6.919
1.99019,6.95622
2.49719,6.99322
2.99911,7.03061
3.56235,6.96039
3.94639,6.98739
4.47082,7.01912
5.0004,7.05071
5.44576,6.96845
5.96148,6.99899
6.47604,7.02873
7.03759,6.95222
7.53949,6.98101
8.02807,7.01257
8.50174,7.04767
8.9986,6.97988
9.53273,7.0312
9.98462,6.97318
10.4764,7.03074
10.9863,6.98791
11.4322,6.83535
11.7771,6.57932
11.9235,6.39794
1.05148,6.66921
1.51003,7.14298
1.78051,7.39171
1.9709,7.52028
2.53029,7.44657
3.03508,7.48075
3.54893,7.51574
3.99088,7.43215
4.52228,7.46292
5.05054,7.49352
5.44502,7.51551
6.01529,7.43835
6.5272,7.46716
7.03463,7.49614
7.53567,7.52482
7.95215,7.44165
8.54105,7.48121
8.98267,7.51619
9.50359,7.34878
9.9647,7.29007
10.4376,7.13216
10.9863,6.98791
11.2111,6.90967
11.5542,6.74971
1.84409,7.51121
1.91151,7.63112
2.16414,7.87806
2.48565,8.01691
3.00929,8.04619
3.45528,7.95986
3.98632,7.98855
4.51811,8.01605
4.96042,7.93229
5.48541,7.95993
5.99556,7.99057
6.56312,7.91049
6.94734,7.93114
7.44727,7.95972
7.86806,7.87519
8.55523,7.70075
8.82344,7.61107
9.35407,7.44103
9.71845,7.37141
10.2054,7.21035
10.6656,7.05414
2.22937,8.00328
2.22937,8.00328
2.48565,8.01691
3.00929,8.04619
3.39725,8.07104
3.98632,7.98855
4.51811,8.01605
4.77841,8.03253
5.48541,7.95993
5.99556,7.99057
6.56312,7.91049
7.07321,7.93933
7.44727,7.95972
7.86806,7.87519
8.27597,7.79124
8.82344,7.61107
